summary_nr,report_id,event_date,event_time,event_desc,event_keyword,const_end_use,build_stories,nonbuild_ht,project_cost,project_type,sic_list,fatality,state_flag,abstract_text,load_dt
200604882,0625400,2011-07-27 13:30:00,,"One Employee Is Killed, One Is Injured in Building Collapse","CONSTRUCTION,STEEL ERECTION,BUILDING COLLAPSE,FALL,FALL PROTECTION,RAFTER,INSTALLING",D,1,27,E,A,1791,X,,,2016-02-08 01:00:05.963944
202544607,0950641,2012-12-27 13:00:00,,Employee Struck by Van in Car Wash Later Dies,"STRUCK BY,HEALTH CARE FACILITY,AUTOMOBILE",,,,,,7542,X,,,2016-02-08 01:00:05.963944
201204708,1054114,2011-06-03 11:00:00,,Employee Is Injured in Fall Through Roof Skylight,"FALL,SKYLIGHT,MAINTENANCE",H,,,C,E,"1711,5399",,,,2016-02-08 01:00:05.963944
201204708,1054114,2011-06-03 11:00:00,,Employee Is Injured in Fall Through Roof Skylight,"FALL,SKYLIGHT,MAINTENANCE",H,,,C,E,"1711,5399",,,,2016-02-08 01:00:05.963944
202470019,0950643,2011-02-24 13:15:00,,Employee Injurs Hand from Sprayer Belt,"BELT,HAND,FINGER,LACERATION,AMPUTATED,CRUSHED",,,,,,0711,,,,2016-02-08 01:00:05.963944
200678696,0418800,2012-05-08 08:45:00,,Employee Is Killed in Fall from Residential Roof,"FALL,ROOF,FALL PROTECTION,REPAIR",A,2,31,A,C,1761,X,,,2016-02-08 01:00:05.963944
202556437,0950631,2013-06-14 17:10:00,,"Gate Falls on Employee,suffers from Spinal and Rib Injuries","FALL,SPINE,RIB,FRACTURE,PINNED,STRUCK BY,FENCE",,,,,,5039,,,,2016-02-08 01:00:05.963944
202493425,0950621,2012-06-12 13:30:00,,Employee Is Struck and Injured by Falling Object,"DRIVER,VEHICLE,COLLISION,FALLING OBJECT,UNSECURED,STRUCK BY,HEAD,NECK,BACK",,,,,,7997,,,,2016-02-08 01:00:05.963944
201694148,0950662,2011-08-03 10:45:00,,Employee's Finger Is Amputated When Caught in Drill,"FINGER,AMPUTATED,PORTABLE POWER TOOL,CAUGHT BY,GLOVE",,,,,,3731,,,,2016-02-08 01:00:05.963944
202655387,0950633,2012-06-09 17:30:00,,Employee's Arm and Hand Are Struck and Crushed by Tractor,"TRACTOR,RIDING ON EQUIPMENT,FALL,STRUCK BY,CRUSHED,HAND,ARM",,,,,,0761,,,,2016-02-08 01:00:05.963944
200981215,0855610,2012-06-13 14:30:00,,Employee Falls Through Drum Fan and Is Killed,"FALL,FAN,WHEEL,LOST BALANCE,LACERATION,ROTATING KNIFE",C,1,35,F,C,1711,X,,,2016-02-08 01:00:05.963944
202470993,0950643,2011-09-22 20:20:00,,Employee Gets Struck on the Knee by Forklift Tine,"KNEE,INDUSTRIAL TRUCK,STRUCK AGAINST,LACERATION,REFLECTIVE VEST",,,,,,0761,,,,2016-02-08 01:00:05.963944
202554978,0950631,2012-07-30 12:00:00,,"Worker Falls from Ladder, Fractures Pelvis","LADDER,SLIP,FALL,FRACTURE,PELVIS",A,2,,E,A,1711,,,,2016-02-08 01:00:05.963944
202491734,0950621,2011-06-04 08:30:00,,Employee's Arm Is Amputated When Caught in Conveyor,"AGRICULTURE,CAUGHT BY,AMPUTATED,ARM,CONVEYOR,CONVEYOR BELT,NIP POINT",,,,,,0182,,,,2016-02-08 01:00:05.963944
201185733,0950611,2011-04-06 16:25:00,,Employee Is Injured When Struck by Marble Slab,"OVERHEAD CRANE,SHOULDER,FRACTURE,LEG,ANKLE",,,,,,3281,,,,2016-02-08 01:00:05.963944
202633905,0950633,2011-03-30 18:00:00,,Employee's Toe Is Injured When Struck by Falling Object,"UNSECURED,FALLING OBJECT,STRUCK AGAINST,TOE,INFECTION,FOOT,MAINTENANCE",,,,,,8062,,,,2016-02-08 01:00:05.963944
202588240,0950614,2013-01-31 07:30:00,,Employee's Fingers Are Crushed in Roller of Machine,"CRUSHED,FINGER,HAND,CAUGHT BETWEEN,ROLLER--MACH/PART,LOCKOUT,NIP POINT",,,,,,3086,,,,2016-02-08 01:00:05.963944
201077542,0950632,2011-10-16 17:44:00,,Employee Falls from Ladder after Receiving Electric Shock,"STEPLADDER,ELECTRIC SHOCK,FALL,FALL PROTECTION,BROKEN GLASS",C,1,4,A,C,1731,,,,2016-02-08 01:00:05.963944
200556868,0625700,2012-02-18 13:10:00,,Large Chemical Tote Falls and Crushes Employee,"CRUSHED,INDUSTRIAL TRUCK,STRUCK BY",,,,,,4619,X,,,2016-02-08 01:00:05.963944
202586830,0950614,2011-02-21 07:30:00,,Employee Injures Face When Struck by Chain Hoist Handle,"STRUCK BY,TRUCK DRIVER,FACE,FRACTURE,FLATBED TRUCK,CHAIN,SLIP",,,,,,0711,,,,2016-02-08 01:00:05.963944
202675500,0950621,2013-07-24 16:52:00,,"Employee Slips and Falls from Loader, Sustains Hernia","CHEMICAL,SLIP,FALL,LOADER,SPINE,HERNIA",,,,,,2873,,,,2016-02-08 01:00:05.963944
202716692,0352410,2013-08-19 10:00:00,,Carpenter Is Killed in Excavation Collapse,"CONSTRUCTION,EXCAVATION,COLLAPSE,BURIED,ASPHYXIATED,CARPENTER",A,,,A,A,1751,X,,,2016-02-08 01:00:05.963944
201204922,1054114,2012-10-30 10:00:00,,Worker Dies after Falling from Ladder and Hitting Head,"CONSTRUCTION,LADDER,INSTALLING,SKYLIGHT,FALL,HEAD,CONCUSSION",A,1,,A,B,1521,X,,,2016-02-08 01:00:05.963944
200571750,0316700,2011-12-05 16:05:00,,Employee Is Killed by Backing Pick Up Truck,"MIRED,BACKING UP,FLAGMAN,PICKUP TRUCK",I,,,E,A,1794,X,,,2016-02-08 01:00:05.963944
200535284,0751910,2012-07-25 08:30:00,,Employee Clearing Blower Sustains Amputation and Avulsion,"CLEANING,FAN,LOCKOUT,AMPUTATED,DEGLOVED,FINGER,WORK RULES",,,,,,2011,,,,2016-02-08 01:00:05.963944
202005617,0317000,2011-08-20 13:00:00,,Employee Is Killed in Fall in Hold of Ship,"LONGSHORING,FALL,FRACTURE,BOAT,WORK SURFACE,ABDOMEN",,,,,,4491,X,,,2016-02-08 01:00:05.963944
200922912,0355114,2012-05-06 14:50:00,,Employee Killed in Truck Lift Accident,"TRUCK,STRUCK BY,HEAD,HEALTH CARE FACILITY,DOOR,BEAM",,,,,,4225,X,,,2016-02-08 01:00:05.963944
200922912,0355114,2012-05-06 14:50:00,,Employee Killed in Truck Lift Accident,"TRUCK,STRUCK BY,HEAD,HEALTH CARE FACILITY,DOOR,BEAM",,,,,,4225,X,,,2016-02-08 01:00:05.963944
201497179,0950625,2012-10-18 15:30:00,,Dairy Farmer Fractures Back While Repairing Tractor,"AGRICULTURE,FRACTURE,BACK,TRACTOR,BLADE,CRUSHED",,,,,,0241,,,,2016-02-08 01:00:05.963944
100580208,0257250,2013-04-09 13:30:00,,Employee Is Killed When Struck by Compacting Truck,"LOADING,TRASH COMPACTOR,INTERMODAL CONTAINER,MECH MALFUNCTION,STRUCK BY,TRUCK",,,,,,9511,X,,,2016-02-08 01:00:05.963944
202626479,0950633,2011-01-28 16:36:00,,Courier Is Killed While Transporting Dry Ice in Delivery Van,"DELIVERY WORK,DRIVER,TRUCK DRIVER,CARBON DIOXIDE,FROZEN,ENCLOSED SPACE,OXYGEN,EMERGENCY RESPONSE",,,,,,4215,X,,,2016-02-08 01:00:05.963944
202561809,0950411,2013-04-20 08:50:00,,Employee Falls Out of a Boat and Drowns,"FALL,WATER,DROWN,BOAT,LIFE JACKET,PPE",,,,,,9199,X,,,2016-02-08 01:00:05.963944
202634648,0950612,2011-07-18 21:08:00,,Employee Is Injured When Struck by Jack Ram,"STRUCK BY,JACK,RAM,CHEST,FRACTURE,HIGH PRESSURE,PRESSURE RELEASE,SHOULDER,AIR PRESSURE",,,,,,8249,,,,2016-02-08 01:00:05.963944
202521704,0950624,2011-08-25 11:15:00,,Employee's Finger Is Injured by Saw,"SAW,BLADE,ROTATING PARTS,FINGER,AMPUTATED,WOOD PANEL",,,,,,2448,,,,2016-02-08 01:00:05.963944
201496536,0950625,2012-04-25 09:30:00,,Employee Is Struck in Face When Pliers Slip from Zip Tie,"HAND TOOL,SLIP,STRUCK BY,HAND,FACE,NOSE,FRACTURE",,,,,,2652,,,,2016-02-08 01:00:05.963944
200360048,0453710,2012-04-04 13:30:00,,Employee Is Struck by Forklift and Sustains Fracture,"WALKING SURFACE,INATTENTION,STRUCK BY,INDUSTRIAL TRUCK,FRACTURE,LEG",,,,,,2541,,,,2016-02-08 01:00:05.963944
202685939,0352410,2013-04-02 08:15:00,,Worker's Leg Is Fractured in Attempt to Jump Onto Forklift,"INDUSTRIAL TRUCK,IND TRK OPERATOR,RIDING ON EQUIPMENT,SLIP,RUN OVER,FRACTURE,LEG",,,,,,0783,,,,2016-02-08 01:00:05.963944
200151553,0214700,2011-03-29 14:00:00,,Employee Is Caught in Machine and Killed,"CAUGHT BY,MACHINE--MISC",,,,,,4953,X,,,2016-02-08 01:00:05.963944
202556288,0950631,2013-02-07 12:00:00,,Employee Is Injured in Fall from Horse,"FALL,HORSE,RIB,LUNG,COLLAPSE,FRACTURE,SHOULDER",,,,,,9199,,,,2016-02-08 01:00:05.963944
201204831,1054114,2012-05-05 08:30:00,,Employee Fractures Leg from Rolling Log,"FRACTURE,LEG,HEALTH CARE FACILITY,LOG,TREE",,,,,,2411,,,,2016-02-08 01:00:05.963944
202570578,0452110,2013-07-08 13:45:00,,"Employee Has Heart Attacks, Dies at Work","HEART ATTACK,CARDIAC ARREST",,,,,,7218,X,,,2016-02-08 01:00:05.963944
202555157,0950631,2012-10-08 14:00:00,,Employee Falls from Pallets,"FALL,PALLET,HEALTH CARE FACILITY,SHOULDER,FRACTURE",,,,,,4953,,,,2016-02-08 01:00:05.963944
170784631,0950621,2013-04-24 12:20:00,,"One Employee Is Injured in Rock Slide, Two Are Killed","MAINTENANCE,ROCK,STRUCK BY,MUD SLIDE",I,,150,A,C,1611,X,,,2016-02-08 01:00:05.963944
170784631,0950621,2013-04-24 12:20:00,,"One Employee Is Injured in Rock Slide, Two Are Killed","MAINTENANCE,ROCK,STRUCK BY,MUD SLIDE",I,,150,A,C,1611,X,,,2016-02-08 01:00:05.963944
170784631,0950621,2013-04-24 12:20:00,,"One Employee Is Injured in Rock Slide, Two Are Killed","MAINTENANCE,ROCK,STRUCK BY,MUD SLIDE",I,,150,A,C,1611,X,,,2016-02-08 01:00:05.963944
202491478,0950621,2011-01-21 13:55:00,,Employee's Fingertip Struck by Falling Pallet and Amputated,"INDUSTRIAL TRUCK,FALLING OBJECT,UNSTABLE POSITION,UNSECURED,STRUCK AGAINST,FINGER,AMPUTATED",,,,,,0112,,,,2016-02-08 01:00:05.963944
202553228,0950631,2011-05-13 16:41:00,,Employee Injures Head in Fall from Tree During Trimming,"FALL,TREE LIMB,TREE TRIMMING,STRUCK AGAINST,FALL PROTECTION,PPE,HEAD",,,,,,0783,,,,2016-02-08 01:00:05.963944
200360964,0453710,2012-05-22 15:06:00,,Employee Amputates Hand in Industrial Shredder,"AMPUTATED,HAND,ARM,PAPER SHREDDER,CONVEYOR,BELT,LOCKOUT,SAW,CAUGHT BY,JAMMED",,,,,,8331,,,,2016-02-08 01:00:05.963944
200678282,0418800,2011-04-21 11:50:00,,Employee Dies after Fall from Roof,"ROOF,FALL,FALL PROTECTION,HEAD,FRACTURE",C,1,12,A,C,1761,X,,,2016-02-08 01:00:05.963944
202531356,0950635,2012-05-09 00:45:00,,Employee Amputates Fingertip in Powered Clamp,"AMPUTATED,FINGER,HYDRAULIC TOOL,GRINDER,UNTRAINED",,,,,,3462,,,,2016-02-08 01:00:05.963944
202653630,0950612,2012-07-17 17:40:00,,Employee Climbing Down from Truck Amputates Finger,"TRUCK,FLATBED TRUCK,GUARDRAIL,CAUGHT BY,AMPUTATED,FINGER,WORK RULES",,,,,,5211,,,,2016-02-08 01:00:05.963944
201354131,0419700,2011-01-22 11:50:00,,Crane Overturns and Kills Employee,"CRANE,CRUSHED,CAUGHT BETWEEN,CRANE OPERATOR,OVERTURN,OVERLOADED,CONSTRUCTION",P,,95,B,D,1795,X,,,2016-02-08 01:00:05.963944
202545224,0950641,2013-06-04 14:00:00,,Employee Sustains an Amputation with a Bandsaw,"AMPUTATED,SAW,THUMB",,,,,,7363,,,,2016-02-08 01:00:05.963944
202471934,0950643,2012-05-16 15:00:00,,Employee's Hand and Fingers Are Injured Using a Skil Saw,"SAW,HAND TOOL,WOOD SLAB,LACERATION,HAND,FINGER,KICK BACK",H,,,A,A,1771,,,,2016-02-08 01:00:05.963944
200645158,0627700,2011-09-08 09:30:00,,Employee Is Killed When Struck by Pump Jack,"HEAD,STRUCK BY,OIL WELL SERVICING,GAS WELL,ABRASION,CONTUSION",,,,,,1389,X,,,2016-02-08 01:00:05.963944
202081808,0453730,2013-01-02 13:00:00,,Worker Performing Electrical Demolition Is Electrocuted,"CONSTRUCTION,DEMOLITION,ELEC EQUIPMENT--MISC,ELECTRIC SHOCK,ELECTROCUTED",C,1,8,B,B,1731,X,,,2016-02-08 01:00:05.963944
202458824,0950647,2014-01-11 14:00:00,,Worker Falls from Roof and Sustains Liver and Head Injuries,"CONSTRUCTION,ROOFER,INSTALLING,ASPHALT,SLIPPERY SURFACE,FALL,FALL PROTECTION,LACERATION,LIVER,HEAD",A,1,8,A,C,1761,,,,2016-02-08 01:00:05.963944
202637187,0551800,2013-06-19 10:00:00,,Worker Is Killed Inside Grain Storage Silo,"GRAIN BIN,GRAIN,RESPIRATORY,WORK RULES,SAFETY BELT,LIFELINE,BURIED,ASPHYXIATED",,,,,,5153,X,,,2016-02-08 01:00:05.963944
202658100,0950643,2013-07-25 11:30:00,,Employee Suffers Concussion and Fractures in Fall from Truck,"LOADING,FLATBED TRUCK,TRUCK,PALLET,SLIP,FALL,FRACTURE,CONCUSSION",,,,,,0161,,,,2016-02-08 01:00:05.963944
200926319,0355111,2012-07-02 12:30:00,,Employee Is Struck by Falling Object and Killed,"CRANE,STRUCK BY,FALLING OBJECT",A,,,B,B,1521,X,,,2016-02-08 01:00:05.963944
200604726,0625400,2011-01-27 16:15:00,,Employees Fall from Box on Forklift and Are Crushed,"FALL,FALL PROTECTION,INDUSTRIAL TRUCK,FOOT,SHOULDER,FACE,HEAD,CRUSHED,DISLOCATED,FRACTURE",B,3,30,D,A,1721,X,,,2016-02-08 01:00:05.963944
200604726,0625400,2011-01-27 16:15:00,,Employees Fall from Box on Forklift and Are Crushed,"FALL,FALL PROTECTION,INDUSTRIAL TRUCK,FOOT,SHOULDER,FACE,HEAD,CRUSHED,DISLOCATED,FRACTURE",B,3,30,D,A,1721,X,,,2016-02-08 01:00:05.963944
201186491,0950611,2012-10-10 15:00:00,,Employee Lacerates Fingers on Panel Saw,"MILLING MACHINE,MACHINE--MISC,SAW,STRUCK AGAINST,BLADE,UNGUARDED,LACERATION,FINGER",,,,,,2521,,,,2016-02-08 01:00:05.963944
202555777,0950631,2013-01-23 09:05:00,,Employee Amputates Finger When Caught by Door Handle Screw,"DOOR,CAUGHT BY,FINGER,AMPUTATED",,,,,,8351,,,,2016-02-08 01:00:05.963944
200926533,0355116,2013-07-16 09:30:00,,Employee Is Killed When Struck by Mower,"STEEP GRADE,RUN OVER,LAWN MOWER,SLIPPERY SURFACE,ASPHYXIATED",,,,,,0782,X,,,2016-02-08 01:00:05.963944
202653572,0950612,2012-08-24 18:22:00,,Employee Partially Amputates Finger on Carwash Roller,"ROLLER--CONST EQUIP,CAUGHT BY,AMPUTATED,FINGER",,,,,,7542,,,,2016-02-08 01:00:05.963944
170784599,0950621,2013-01-29 11:00:00,,Employee Sustains Burn While Cleaning with Hot Water,"CLEANING,DEGREASER,HOT WATER,SKIN,LEG,BURN",,,,,,2077,,,,2016-02-08 01:00:05.963944
202478384,0950636,2012-03-15 08:45:00,,Employee Foot Is Run over by Forklift,"TRUCK,INDUSTRIAL TRUCK,DRIVER,FOOT,CRUSHED,TOE",,,,,,4225,,,,2016-02-08 01:00:05.963944
202458006,0950647,2012-11-08 16:00:00,,Employee Is Killed When Pinned Between Trailer and Truck,"TRUCK,TRAILER,BACKING UP,ROLL-OVER,CAUGHT BETWEEN,CRUSHED",O,,,C,A,1623,,,,2016-02-08 01:00:05.963944
201128634,0950613,2011-09-02 15:45:00,,Employee Suffers Fatal Injuries from a Gas Cylinder Explosio,"EXPLOSION,PRESSURE RELEASE,GAS,CYLINDER",,,,,,3569,X,,,2016-02-08 01:00:05.963944
200535193,0751910,2012-07-18 15:12:00,,Worker Is Crushed in Cereal Factory,"MACHINE--MISC,CONVEYOR,MECH MAT HANDLING,LOCKOUT,PALLET,CAUGHT BETWEEN,CRUSHED,FRACTURE,CHEST,ELDERLY",,,,,,7361,X,,,2016-02-08 01:00:05.963944
201345873,0729700,2011-10-29 19:05:00,,"Four Employees Are Killed, Two Are Injured in Explosion","EXPLOSION,GRAIN,GRAIN ELEVATOR,LOADING,TRAIN,FIRE,BURN,CORN",,,,,,5153,X,,,2016-02-08 01:00:05.963944
201345873,0729700,2011-10-29 19:05:00,,"Four Employees Are Killed, Two Are Injured in Explosion","EXPLOSION,GRAIN,GRAIN ELEVATOR,LOADING,TRAIN,FIRE,BURN,CORN",,,,,,5153,X,,,2016-02-08 01:00:05.963944
201345873,0729700,2011-10-29 19:05:00,,"Four Employees Are Killed, Two Are Injured in Explosion","EXPLOSION,GRAIN,GRAIN ELEVATOR,LOADING,TRAIN,FIRE,BURN,CORN",,,,,,5153,X,,,2016-02-08 01:00:05.963944
201345873,0729700,2011-10-29 19:05:00,,"Four Employees Are Killed, Two Are Injured in Explosion","EXPLOSION,GRAIN,GRAIN ELEVATOR,LOADING,TRAIN,FIRE,BURN,CORN",,,,,,5153,X,,,2016-02-08 01:00:05.963944
201345873,0729700,2011-10-29 19:05:00,,"Four Employees Are Killed, Two Are Injured in Explosion","EXPLOSION,GRAIN,GRAIN ELEVATOR,LOADING,TRAIN,FIRE,BURN,CORN",,,,,,5153,X,,,2016-02-08 01:00:05.963944
201345873,0729700,2011-10-29 19:05:00,,"Four Employees Are Killed, Two Are Injured in Explosion","EXPLOSION,GRAIN,GRAIN ELEVATOR,LOADING,TRAIN,FIRE,BURN,CORN",,,,,,5153,X,,,2016-02-08 01:00:05.963944
202542742,0950641,2010-12-16 08:30:00,,Employee Is Injured in Fall from Unsecured Ladder,"UNSECURED,EXTENSION LADDER,CONSTRUCTION,FALL,FALL PROTECTION,PLUMBING,INSTALLING,WORK RULES,INATTENTION,FRACTURE",C,2,32,B,A,1711,,,,2016-02-08 01:00:05.963944
202023818,0316100,2011-03-24 16:30:00,,Worker Is Killed in Trench Collapse,"TRENCH BOX,TRENCH,COLLAPSE,WALL,STRUCK BY,UNDRGRD INSTALLATION,UNSTABLE SOIL",A,2,20,B,A,1731,X,,,2016-02-08 01:00:05.963944
202629440,0352440,2011-11-14 07:23:00,,"Employee Is Struck by Skid Loader, Later Dies","CLEANING,MACHINE--MISC,STRUCK BY,LOADER",H,,,A,C,1794,X,,,2016-02-08 01:00:05.963944
201345899,0729700,2011-09-26 17:05:00,,Employee Is Injured When Struck by Forklift,"INDUSTRIAL TRUCK,COMMUNICATION,INATTENTION,STRUCK BY,TANK,INSTALLING,FRACTURE,PELVIS,CRUSHED,SUPPORT POSTS",,,,,,3441,,,,2016-02-08 01:00:05.963944
200922193,0355111,2012-02-28 14:35:00,,"Employee Falls Down Stairwell, Later Dies","FALL,STAIR",,,,,,7538,,,,2016-02-08 01:00:05.963944
201186087,0950611,2011-12-06 09:00:00,,Employee Fractures Hip in Fall from Scaffold,"FALL,FALL PROTECTION,GUARDRAIL,HIP,SCAFFOLD,PAINTER,FRACTURE",A,2,28,A,C,1721,,,,2016-02-08 01:00:05.963944
202081071,0453730,2011-07-14 12:00:00,,Employee Is Injured in Trench Collapse,"EXCAVATION,TRENCH,COLLAPSE,CONTUSION,ABRASION,WATER PIPE",B,2,,A,C,1711,,,,2016-02-08 01:00:05.963944
201078276,0950632,2012-07-21 08:00:00,,Employee Fractures Leg in Fall from Forklift Truck,"WAREHOUSE,INDUSTRIAL TRUCK,IND TRK OPERATOR,BACKING UP,LOST CONTROL,EJECTED,LACERATION,ANKLE,FRACTURE,LEG",,,,,,5399,,,,2016-02-08 01:00:05.963944
202491437,0950621,2011-03-16 07:00:00,,Employee Gets Crushed by Bucket Truck and Soffit,"CRUSHED,AERIAL LIFT",C,1,12,A,C,1799,X,,,2016-02-08 01:00:05.963944
202531893,0950635,2013-06-13 14:15:00,,Employee Crushes Finger Tip Against Bucket,"LOADING,CONCRETE,PIPE,BACKHOE,CRUSHED,FINGER",I,,,B,C,1771,,,,2016-02-08 01:00:05.963944
201956372,0522000,2011-06-01 10:30:00,,Deli Worker Lacerates Hand on Meat Slicer,"FOOD PREPARATION,MEAT SLICING MACHINE,STRUCK AGAINST,BLADE,LACERATION,HAND,GLOVE,PPE,UNGUARDED",,,,,,5812,,,,2016-02-08 01:00:05.963944
201044914,0953220,2012-11-05 10:30:00,,Employee Lacerates Finger on Machine,"PUNCH PRESS,MACHINE--MISC,JAMMED,NIP POINT,FINGER,LACERATION",,,,,,3272,,,,2016-02-08 01:00:05.963944
202554853,0950631,2012-09-22 12:05:00,,Employee Is Killed in Fall from Scissor Lift,"HYDRAULIC LIFT,INSTALLING,UNSTABLE POSITION,FALL,LIGHTING FIXTURE",,,,,,5411,X,,,2016-02-08 01:00:05.963944
200390276,0150900,2011-09-26 15:30:00,,Health Care Worker Dies of Heart Attack,"HEALTH CARE FACILITY,HEALTH CARE WORKER,HEART,HEART ATTACK,CARDIAC ARREST,CARDIOVASC DISEASE,CARDIOVASC SYSTEM",,,,,,8063,X,,,2016-02-08 01:00:05.963944
200452910,0418600,2011-12-08 16:00:00,,Employee Is Killed by Falling Tree,"TREE,TREE PRUNER,TREE FELLING,STRUCK BY,FACE,PINNED,LEG,WORK RULES",,,,,,0811,X,,,2016-02-08 01:00:05.963944
202634622,0950612,2011-07-18 14:48:00,,Employee Is Injured in Truck Back Over,"BACKING UP,BACK-UP ALARM,TRACTOR TRAILER,HOT ASPHALT",I,,,D,B,1611,,,,2016-02-08 01:00:05.963944
201078938,0950632,2012-12-14 10:00:00,,Construction Worker Injured When He Slips and Falls Off Roof,"CONSTRUCTION,ROOF,ROOFER,UNTRAINED,FALL,PPE,SLIP",B,2,,G,B,1761,,,,2016-02-08 01:00:05.963944
202658126,0950643,2013-06-19 13:19:00,,Worker Dismantling Boiler Is Burned in Gas Explosion,"CONSTRUCTION,DISMANTLING,BOILER,PIPE,SAW,GAS,EXPLOSION,FACE,ARM,TORSO",E,,,A,D,1795,,,,2016-02-08 01:00:05.963944
202252284,0953210,2011-10-16 03:00:00,,Tow Truck Operator Is Killed in Traffic Accident,"TOW TRUCK,TRAFFIC ACCIDENT,TRACTOR TRAILER,STRUCK BY",,,,,,7549,X,,,2016-02-08 01:00:05.963944
202457107,0950642,2011-03-08 12:30:00,,Electric Shock - Direct Contact with Energized Parts,"ELECTRICAL,ELECTRIC SHOCK,BURN,ELECTRICAL WORK,MICROWAVE OVEN,TRANSFORMER,LOCKOUT,ELEC CIRC PART--MISC,ELEC PROTECT EQUIP,E GI II",,,,,,7629,,,,2016-02-08 01:00:05.963944
202635405,0950612,2012-07-03 08:50:00,,Employee Is Injured in Fall Through Roof Opening,"INSTALLING,ROOF,METAL SHEET,WALL,SHEET METAL,ROOF OPENING,FALL,FRACTURE,ARM,VERTEBRA",C,1,22,B,B,1761,,,,2016-02-08 01:00:05.963944
202494191,0215000,2011-01-24 02:30:00,,Employee Is Killed When Arm Caught in Extruder,"MACHINE--MISC,AUGER,CAUGHT BY",,,,,,2041,X,,,2016-02-08 01:00:05.963944
202715744,0950633,2013-04-09 10:45:00,,Employee Suffers Fractures in Fall from Ladder,"CLIMBING ON COLUMN,LADDER,PIPE,LOST BALANCE,FALL,FRACTURE",C,2,,D,A,1711,,,,2016-02-08 01:00:05.963944
201185576,0950611,2011-02-28 12:20:00,,Employee Is Injured in Fall from Mezzanine,"FOOD PACKAGING MACH,CEILING,PANEL,GUARDRAIL,FRACTURE,LEG,WARNING SIGN,FALL",,,,,,5331,,,,2016-02-08 01:00:05.963944
201523842,0111500,2011-02-15 10:15:00,,Employee Amputates Finger in Trim Press,"AMPUTATED,FINGER,PRESS,NIP POINT",,,,,,3429,,,,2016-02-08 01:00:05.963944
201078516,0950632,2012-10-29 19:00:00,,"Employee Injures Finger in Conveyor Belt, Later Amputated","REPAIR,CONVEYOR,CONVEYOR BELT,POINT OF OPERATION,HAND,FINGER,AMPUTATED",,,,,,8742,,,,2016-02-08 01:00:05.963944
317229540,0950632,2013-08-14 09:13:00,,Three Workers Fall from Collapsing Patio and Sustain Burns,"CONSTRUCTION,ROOFER,COLLAPSE,FALL,FALL PROTECTION,BURN",A,1,10,A,C,1761,,,,2016-02-08 01:00:05.963944
202471538,0950643,2011-10-14 17:00:00,,Employee Is Burned in Arc Flash,"ELECTRICIAN,ELECTRIC ARC,BURN,ELECTRICAL BOX,LOCKOUT,CIRCUIT BREAKER,CHEST,ARM,HAND,FACE",,,,,,7532,,,,2016-02-08 01:00:05.963944
201283587,0418100,2012-04-13 17:30:00,,Employee Sufferes Seizure and Dies,"FALL,HEALTH CARE FACILITY",,,,,,3089,X,,,2016-02-08 01:00:05.963944
200759033,0522500,2011-03-18 02:30:00,,Employee's Finger Is Amputated When Caught in Forming Press,"FORMING MACHINE,CAUGHT BY,FINGER,AMPUTATED,LOCKOUT,MACHINE OPERATOR",,,,,,3229,,,,2016-02-08 01:00:05.963944
200515377,0552700,2011-07-12 09:15:00,,Employee Is Killed in Trench Cave-In,"TRENCH,CAVE-IN,COLLAPSE,EXCAVATION,UNCONSCIOUSNESS,BACKHOE,STOMACH,SHOULDER",C,1,,A,C,1794,X,,,2016-02-08 01:00:05.963944
200515377,0552700,2011-07-12 09:15:00,,Employee Is Killed in Trench Cave-In,"TRENCH,CAVE-IN,COLLAPSE,EXCAVATION,UNCONSCIOUSNESS,BACKHOE,STOMACH,SHOULDER",C,1,,A,C,1794,X,,,2016-02-08 01:00:05.963944
200515377,0552700,2011-07-12 09:15:00,,Employee Is Killed in Trench Cave-In,"TRENCH,CAVE-IN,COLLAPSE,EXCAVATION,UNCONSCIOUSNESS,BACKHOE,STOMACH,SHOULDER",C,1,,A,C,1794,X,,,2016-02-08 01:00:05.963944
200515377,0552700,2011-07-12 09:15:00,,Employee Is Killed in Trench Cave-In,"TRENCH,CAVE-IN,COLLAPSE,EXCAVATION,UNCONSCIOUSNESS,BACKHOE,STOMACH,SHOULDER",C,1,,A,C,1794,X,,,2016-02-08 01:00:05.963944
200003127,0728500,2011-05-18 12:45:00,,Employee Is Killed When Crushed by Railcar,"SKULL,CRUSHED,FRACTURE,WELDER,RAILROAD CAR,TRUSS,UNSTABLE LOAD,JACK",,,,,,3743,X,,,2016-02-08 01:00:05.963944
202555116,0950631,2012-05-31 15:00:00,,Fingertip Is Lacerated by Saw Blade and Later Amputated,"SAW,TABLE SAW,UNGUARDED,BLADE,CLEANING,STRUCK AGAINST,LACERATION,FINGER,AMPUTATED",,,,,,2759,,,,2016-02-08 01:00:05.963944
202719118,0950612,2014-01-21 13:23:00,,Demolition Worker Fractures Spine in Fall Through Ceiling,"CONSTRUCTION,DEMOLITION,CEILING,FRACTURE,LIGHTING FIXTURE,COLLAPSE,FALL,FALL PROTECTION,FALLING OBJECT,SPINE",D,2,,B,D,1522,,,,2016-02-08 01:00:05.963944
